List of medical abbreviations: A	https://en.wikipedia.org/?curid=16981730
List of medical abbreviations: B	https://en.wikipedia.org/?curid=16981750
List of medical abbreviations: C	https://en.wikipedia.org/?curid=16981812
List of medical abbreviations: D	https://en.wikipedia.org/?curid=16981827
List of medical abbreviations: E	https://en.wikipedia.org/?curid=16981837
List of medical abbreviations: F	https://en.wikipedia.org/?curid=16981861
List of medical abbreviations: G	https://en.wikipedia.org/?curid=16981898
List of medical abbreviations: H	https://en.wikipedia.org/?curid=16981911
List of medical abbreviations: J	https://en.wikipedia.org/?curid=16981943
List of medical abbreviations: K	https://en.wikipedia.org/?curid=16981959
List of medical abbreviations: L	https://en.wikipedia.org/?curid=16981984
List of medical abbreviations: M	https://en.wikipedia.org/?curid=16982000
List of medical abbreviations: N	https://en.wikipedia.org/?curid=16982025
List of medical abbreviations: O	https://en.wikipedia.org/?curid=16982035
List of medical abbreviations: P	https://en.wikipedia.org/?curid=16982046
List of medical abbreviations: Q	https://en.wikipedia.org/?curid=16982056
List of medical abbreviations: R	https://en.wikipedia.org/?curid=16982103
List of medical abbreviations: S	https://en.wikipedia.org/?curid=16982116
List of medical abbreviations: T	https://en.wikipedia.org/?curid=16982180
List of medical abbreviations: V	https://en.wikipedia.org/?curid=16982202
List of medical abbreviations: W	https://en.wikipedia.org/?curid=16982214
List of medical abbreviations: X	https://en.wikipedia.org/?curid=16982225
List of medical abbreviations: Y	https://en.wikipedia.org/?curid=16982233
List of medical abbreviations: Z	https://en.wikipedia.org/?curid=16982255
List of medical abbreviations: Latin abbreviations	https://en.wikipedia.org/?curid=16982378
List of abbreviations for medical organisations and personnel	https://en.wikipedia.org/?curid=68137
List of abbreviations used in medical prescriptions	https://en.wikipedia.org/?curid=14470466
List of medical abbreviations: 09	https://en.wikipedia.org/?curid=16981682
List of medical abbreviations	https://en.wikipedia.org/?curid=50973
List of medical abbreviations: I	https://en.wikipedia.org/?curid=16981931
List of medical abbreviations: U	https://en.wikipedia.org/?curid=16982191
ESKAPE	https://en.wikipedia.org/?curid=53736045
